ID,Wiek,Płeć,Miasto,Liczba_Dzieci,Przychód,Czy_Aktywny,Data_Rejestracji,Opis
6265,34,K,Poznań,2,4236.92,True,2023-02-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6266,18,M,Warszawa,2,4470.96,True,2021-04-26,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6267,19,M,Kraków,3,5393.54,False,2022-05-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6268,39,M,Warszawa,0,4602.58,True,2020-04-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6269,48,M,Gdańsk,1,6972.22,True,2022-09-07,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6270,35,K,nan,0,8188.51,True,2022-11-19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6271,35,K,nan,2,6158.76,False,2023-09-18,nan
6272,18,K,Katowice,3,1565.8,True,2021-07-06,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6273,32,M,Warszawa,0,3814.58,True,2022-02-05,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6274,36,M,nan,1,3338.08,True,2020-02-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6275,30,K,Warszawa,3,2653.14,True,2022-09-10,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6276,36,K,nan,2,21217.29,False,2020-08-17,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6277,28,K,Kraków,2,3102.34,False,2020-11-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6278,18,K,Poznań,2,1856.86,True,2020-04-29,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6279,35,K,Katowice,1,3243.94,True,2020-03-21,nan
6280,33,K,nan,4,4734.16,True,2021-02-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6281,35,K,nan,3,4815.17,True,2022-08-23,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6282,45,M,Warszawa,0,7617.8,True,2023-01-28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6283,40,M,Warszawa,2,5064.45,True,2021-12-15,
6284,27,K,Warszawa,2,2141.33,True,2023-10-01,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6285,24,M,Wrocław,3,1319.86,True,2020-08-11,nan
6286,44,K,Katowice,1,5851.52,False,2023-05-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6287,24,M,nan,0,5239.77,False,2020-08-14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6288,45,M,nan,2,7280.07,False,2021-09-26,nan
6289,27,K,Kraków,2,8261.63,True,2020-06-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6290,41,M,Warszawa,0,4131.72,True,2022-12-21,
6291,51,K,nan,1,6070.92,True,2021-09-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6292,23,M,Kraków,3,8885.58,False,2021-09-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6293,32,K,Warszawa,1,5017.57,True,2020-07-16,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6294,46,M,Wrocław,1,6264.96,True,2020-10-23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6295,33,M,Poznań,0,3939.62,False,2021-01-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6296,46,K,Wrocław,2,5650.42,True,2023-12-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6297,34,M,Warszawa,4,2683.18,False,2022-08-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6298,47,M,Kraków,3,7582.56,False,2020-10-04,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6299,32,M,Katowice,1,2613.25,True,2023-12-17,nan
6300,44,K,Warszawa,3,4369.27,True,2022-05-14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6301,28,K,Kraków,3,8292.09,False,2020-02-25,
6302,33,K,Kraków,1,853.99,False,2022-05-04,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6303,32,M,nan,3,4249.46,True,2021-09-19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6304,30,K,Warszawa,0,5593.78,True,2021-03-21,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6305,45,M,Poznań,2,3131.09,True,2023-05-15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6306,36,M,Kraków,2,922.84,True,2022-04-13,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6307,35,M,Kraków,1,5238.81,True,2021-08-12,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6308,20,M,Poznań,4,5401.03,False,2023-11-10,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6309,45,K,Gdańsk,2,5638.8,True,2021-11-23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6310,42,M,Warszawa,3,2732.14,True,2022-04-27,
6311,22,K,Warszawa,1,7016.66,True,2020-07-15,
6312,33,K,Wrocław,0,100.0,False,2022-02-05,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6313,57,M,Warszawa,1,5497.56,True,2023-06-19,
6314,48,K,Warszawa,1,8395.99,True,2020-03-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6315,18,M,nan,4,3521.03,True,2021-08-06,nan
6316,52,M,Gdańsk,2,866.37,True,2021-12-22,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6317,36,M,Warszawa,0,4859.86,False,2023-07-14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6318,34,M,nan,4,5299.96,True,2023-09-12,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6319,25,K,Warszawa,3,2210.21,False,2022-01-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6320,28,M,Gdańsk,0,6325.27,True,2021-04-29,
6321,31,K,Warszawa,3,5862.5,True,2021-08-06,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6322,26,M,Gdańsk,1,6456.54,True,2021-10-30,
6323,27,M,Poznań,1,1263.76,True,2020-05-26,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6324,21,K,Kraków,4,4457.86,True,2023-08-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6325,28,K,nan,1,3957.88,True,2020-09-28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6326,56,M,nan,4,2912.33,True,2023-01-31,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6327,41,M,nan,2,9173.6,True,2023-05-05,
6328,18,M,Gdańsk,1,5640.81,True,2020-05-17,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6329,24,M,Warszawa,1,7380.94,True,2022-03-13,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6330,44,M,Kraków,1,6603.17,False,2022-01-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6331,43,M,nan,4,6141.97,False,2023-05-29,nan
6332,28,M,nan,2,7065.67,True,2023-02-28,
6333,36,M,Warszawa,3,4767.33,True,2021-03-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6334,32,K,Katowice,4,3093.57,True,2022-01-09,nan
6335,45,M,Kraków,4,7389.56,True,2023-05-04,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6336,37,M,Kraków,4,2800.47,True,2023-01-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6337,30,K,Wrocław,2,4727.19,True,2020-12-30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6338,32,K,nan,0,5515.48,True,2020-08-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6339,35,K,nan,0,5138.98,True,2021-09-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6340,37,M,Poznań,2,5242.97,False,2023-01-16,nan
6341,37,M,Warszawa,4,6099.22,False,2020-04-07,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6342,48,M,Warszawa,2,6261.68,False,2021-03-06,nan
6343,28,K,Warszawa,1,7038.85,True,2020-03-23,
6344,39,M,nan,3,3367.92,True,2021-01-29,
6345,29,M,nan,2,4624.99,False,2022-03-30,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6346,18,M,Katowice,2,5685.56,True,2022-11-01,nan
6347,36,K,Warszawa,1,4148.31,True,2021-02-14,
6348,35,K,Warszawa,1,6803.09,False,2022-11-22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6349,39,K,nan,4,6117.29,False,2022-02-25,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6350,26,M,Warszawa,3,2952.92,True,2020-07-24,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6351,25,K,Poznań,2,6303.49,False,2023-02-07,nan
6352,45,M,Katowice,3,7454.53,True,2020-01-08,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6353,45,K,Warszawa,2,6424.76,False,2020-11-27,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6354,39,M,Katowice,1,3386.93,True,2022-01-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6355,41,M,Gdańsk,0,5946.98,False,2022-07-17,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6356,25,K,Katowice,4,2349.87,False,2022-03-11,
6357,43,K,Kraków,1,7735.59,True,2022-09-15,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6358,40,M,Poznań,0,6714.29,True,2023-08-20,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6359,39,K,nan,1,7677.6,False,2022-05-09,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6360,38,M,Warszawa,4,1994.98,False,2020-12-31,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6361,37,K,Warszawa,1,6490.05,False,2020-05-04,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6362,32,K,nan,0,4512.89,False,2021-05-27,nan
6363,36,K,Wrocław,0,6162.36,True,2022-01-14,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6364,42,K,Poznań,3,5084.88,True,2023-06-09,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6365,43,M,Kraków,2,5765.19,True,2022-08-30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6366,26,K,Kraków,2,8574.03,False,2020-11-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6367,22,M,Wrocław,3,2810.43,True,2023-02-15,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6368,18,M,Kraków,4,5160.71,True,2022-05-30,
6369,62,M,Warszawa,0,5526.39,True,2021-07-21,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6370,28,K,Gdańsk,3,5323.26,False,2022-09-09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6371,24,M,nan,0,3360.43,False,2021-12-27,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6372,34,K,Warszawa,2,3050.01,True,2022-07-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6373,62,M,Wrocław,1,1603.63,True,2020-01-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6374,55,M,nan,0,5499.83,True,2022-03-24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6375,52,K,Wrocław,4,1278.18,False,2021-10-09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6376,40,M,nan,3,5426.84,True,2023-12-25,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6377,31,M,Warszawa,1,6194.21,False,2022-07-27,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6378,37,M,Gdańsk,0,5666.39,False,2022-12-27,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6379,33,M,Katowice,2,3521.29,True,2023-05-18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6380,30,M,Wrocław,2,3295.21,True,2021-05-21,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6381,34,K,nan,1,4567.66,True,2021-04-10,nan
6382,35,K,nan,1,5655.71,True,2022-08-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6383,36,M,nan,1,2612.8,True,2020-01-20,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6384,32,M,Katowice,1,2775.27,False,2020-03-15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6385,33,M,Katowice,1,10613.04,True,2020-07-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6386,25,M,Warszawa,3,6400.21,True,2020-02-05,
6387,37,M,Kraków,1,6577.84,True,2021-01-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6388,57,K,nan,2,5535.71,False,2021-05-09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6389,18,K,nan,3,5290.33,True,2022-08-04,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6390,26,K,Kraków,3,4528.05,True,2022-03-08,
6391,38,M,Wrocław,4,2189.32,True,2020-11-17,
6392,18,K,Poznań,1,7606.92,True,2021-06-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6393,43,K,Katowice,4,4072.72,False,2020-11-21,
6394,25,M,nan,4,3267.68,True,2021-11-06,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6395,49,M,Warszawa,3,5507.64,True,2021-08-18,
6396,43,K,nan,4,786.09,True,2020-08-07,nan
6397,23,K,Warszawa,1,5977.89,True,2021-12-29,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6398,33,M,Warszawa,0,1764.69,False,2021-09-23,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6399,66,M,Katowice,3,6316.94,True,2022-09-30,nan
6400,41,M,Warszawa,3,6200.44,True,2020-02-23,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6401,30,M,Katowice,4,7552.7,False,2021-10-08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6402,38,M,Kraków,4,5865.34,False,2023-10-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6403,32,K,Katowice,0,5834.29,True,2020-03-09,nan
6404,38,K,Kraków,1,4170.91,False,2022-02-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6405,32,K,Katowice,2,7412.89,False,2020-03-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6406,25,M,nan,1,8311.54,False,2023-12-22,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6407,18,M,Warszawa,2,3398.44,True,2022-11-08,
6408,23,M,nan,0,3501.8,True,2021-06-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6409,45,K,Poznań,0,7831.14,True,2022-03-11,
6410,28,K,nan,1,5974.87,True,2021-10-23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6411,26,K,Warszawa,4,5911.89,True,2023-11-29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6412,35,K,Katowice,1,24791.01,False,2020-05-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6413,32,M,Warszawa,2,538.8,True,2021-07-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6414,36,M,Warszawa,4,3539.72,True,2023-05-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6415,32,M,Kraków,2,5838.79,False,2020-04-30,
6416,24,M,Gdańsk,3,8169.38,True,2021-10-31,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6417,50,M,Wrocław,0,9561.63,False,2022-08-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6418,36,M,Katowice,3,7477.38,True,2021-08-06,
6419,29,M,nan,3,5537.82,True,2023-07-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6420,33,K,nan,4,3824.64,True,2023-04-15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6421,18,K,Gdańsk,0,3219.43,True,2023-02-11,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6422,41,K,Katowice,4,6362.25,False,2020-02-08,
6423,38,M,Poznań,1,5991.07,True,2023-04-28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6424,40,K,Poznań,4,6112.72,True,2020-08-14,nan
6425,27,K,nan,2,4823.77,False,2023-09-01,
6426,28,K,Warszawa,0,6629.72,True,2020-04-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6427,44,M,Wrocław,1,1272.75,False,2020-02-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6428,37,K,Poznań,4,5974.45,False,2021-07-22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6429,30,K,Wrocław,2,2958.74,False,2022-10-12,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6430,26,M,Kraków,0,7008.08,True,2020-02-02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6431,37,K,Gdańsk,3,8469.01,False,2021-04-06,nan
6432,30,M,Warszawa,0,6550.79,True,2021-10-12,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6433,31,M,Wrocław,1,2190.48,True,2020-10-11,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6434,30,M,nan,1,5746.18,True,2020-01-09,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6435,58,M,Gdańsk,2,7192.27,False,2023-11-20,
6436,20,M,Gdańsk,4,3502.71,True,2020-04-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6437,40,M,nan,4,3331.19,True,2023-02-20,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6438,44,M,Wrocław,0,7465.28,True,2022-07-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6439,42,K,Katowice,3,4896.72,True,2022-06-23,
6440,26,M,Kraków,3,4789.64,True,2021-11-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6441,35,M,nan,3,6239.91,True,2020-10-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6442,44,M,Gdańsk,4,2760.53,True,2021-07-14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6443,46,K,Warszawa,3,4877.06,True,2021-11-27,
6444,36,K,nan,4,5321.48,True,2022-02-25,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6445,39,M,nan,2,6686.72,True,2020-02-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6446,43,K,nan,0,4881.81,False,2021-08-06,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6447,41,K,nan,0,3444.85,True,2022-10-03,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6448,40,M,Gdańsk,2,6462.74,True,2021-12-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6449,35,K,Poznań,0,4144.2,True,2022-07-01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6450,39,M,Wrocław,4,4584.92,False,2021-10-19,nan
6451,52,K,nan,3,4590.96,True,2023-12-25,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6452,44,K,nan,0,6669.96,True,2022-01-26,nan
6453,40,K,Katowice,1,8743.1,False,2022-08-02,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6454,37,M,nan,1,6830.2,True,2020-03-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6455,26,M,Katowice,0,3358.79,True,2021-07-16,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6456,27,K,Kraków,2,1113.16,True,2023-01-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6457,53,K,Poznań,1,3915.99,False,2022-07-16,
6458,35,M,Katowice,2,1908.07,True,2023-08-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6459,28,M,Wrocław,1,6192.53,True,2023-02-24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6460,48,K,nan,4,5593.68,True,2023-01-16,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6461,36,M,nan,0,6390.13,False,2023-01-31,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6462,36,K,nan,2,2693.93,True,2022-05-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6463,38,K,nan,2,4302.55,True,2023-06-09,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6464,22,M,nan,3,5540.78,True,2021-12-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6465,26,K,Poznań,2,3800.07,True,2021-05-22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6466,28,M,Warszawa,1,6286.8,True,2020-04-29,
6467,58,K,nan,0,100.0,True,2023-05-07,
6468,37,M,Wrocław,3,5121.32,False,2021-02-18,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6469,32,M,Poznań,4,3312.01,True,2020-09-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6470,30,M,Kraków,3,5300.27,True,2021-10-08,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6471,36,K,Warszawa,3,3475.29,True,2021-10-04,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6472,33,M,Warszawa,4,2624.65,False,2021-06-24,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6473,30,K,Kraków,2,8248.85,True,2021-07-23,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6474,30,M,Kraków,1,4749.91,True,2020-05-09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6475,51,K,Warszawa,1,4151.28,True,2022-12-03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
6476,31,M,Kraków,4,2996.73,True,2022-11-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6477,41,M,nan,3,5292.55,True,2023-02-27,
6478,34,M,nan,3,4332.61,True,2021-02-22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6479,34,K,Warszawa,3,3682.8,False,2020-08-10,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6480,35,K,Warszawa,4,8151.92,True,2022-08-05,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6481,25,M,Wrocław,3,7993.42,False,2021-11-12,nan
6482,22,M,Gdańsk,0,4809.3,False,2020-08-02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6483,48,M,nan,1,4776.56,True,2020-02-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6484,39,M,Poznań,4,2481.88,False,2020-10-17,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6485,52,M,Warszawa,3,9367.35,False,2022-01-17,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
6486,33,M,Poznań,4,4734.39,False,2021-08-09,nan
6487,42,K,nan,0,8431.19,True,2022-02-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
6488,22,M,Katowice,1,7634.52,True,2023-09-02,nan
6489,22,M,Warszawa,0,100.0,False,2021-09-14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6490,38,M,Wrocław,2,7186.36,True,2021-10-03,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6491,36,K,nan,3,7777.79,True,2023-02-28,
6492,34,K,Poznań,3,3783.27,True,2021-01-18,
6493,43,K,Warszawa,1,1583.86,True,2021-09-09,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
6494,44,M,nan,4,4738.77,True,2023-11-18,
6495,50,M,Warszawa,1,22022.03,False,2020-11-02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
6496,45,M,Gdańsk,1,6376.62,False,2022-06-08,
6497,45,K,Kraków,0,6934.68,False,2022-12-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
